"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30006","userCantDepositInvalidFloatAmountTest(Object, String) [6]  , ❌ Please enter a valid amount.","","Wed May 20 20:10:51 UTC 2026","passed","Wed May 20 20:11:21 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","30557","userCanDepositValidAmountTest(Object, String, String) [2] 10.5, ✅ Successfully deposited $%s to account %s!, 10.5","","Wed May 20 20:10:51 UTC 2026","passed","Wed May 20 20:11:21 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","261","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [4] abc%, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed May 20 20:10:09 UTC 2026","passed","Wed May 20 20:10:09 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","26376","userCantTransferMoreThanBalanceTest()","","Wed May 20 20:10:25 UTC 2026","passed","Wed May 20 20:10:51 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferMoreThanBalanceTest"
"","15890","transactionPageButtonsVisibleChecksTest()","","Wed May 20 20:10:27 UTC 2026","passed","Wed May 20 20:10:43 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionPageButtonsVisibleChecksTest"
"","3396","userCannotTransferTest(float, String) [1] 10000.01, Transfer amount cannot exceed 10000","","Wed May 20 20:10:09 UTC 2026","passed","Wed May 20 20:10:13 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","36928","userCantTransferInvalidAmountTest(Object, String) [1] -100.0, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 20:10:33 UTC 2026","passed","Wed May 20 20:11:10 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","1515","userCanPutDepositTest(float) [1] 0.01","","Wed May 20 20:10:12 UTC 2026","passed","Wed May 20 20:10:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","300","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [3] abc$, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed May 20 20:10:09 UTC 2026","passed","Wed May 20 20:10:09 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","28745","userCantTransferInvalidAmountTest(Object, String) [7]  , ❌ Please fill all fields and confirm.","","Wed May 20 20:11:01 UTC 2026","passed","Wed May 20 20:11:29 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","32331","userCantTransferInvalidAmountTest(Object, String) [11] afFFy, ❌ Please fill all fields and confirm.","","Wed May 20 20:11:03 UTC 2026","passed","Wed May 20 20:11:36 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","28308","userCantDepositInvalidFloatAmountTest(Object, String) [3] 5000.001, ❌ Please deposit less or equal to 5000$.","","Wed May 20 20:10:40 UTC 2026","passed","Wed May 20 20:11:09 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","29012","userCantDepositInvalidFloatAmountTest(Object, String) [8] $, ❌ Please enter a valid amount.","","Wed May 20 20:11:08 UTC 2026","passed","Wed May 20 20:11:37 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","17563","userCantDepositInvalidFloatAmountTest(Object, String) [2] -0.01, ❌ Please enter a valid amount.","","Wed May 20 20:10:18 UTC 2026","passed","Wed May 20 20:10:36 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","28832","userCanTransferValidAmountTest(Object, String, String) [1] 10.5, ✅ Successfully transferred $%s to account %s!, 10.5","","Wed May 20 20:10:29 UTC 2026","passed","Wed May 20 20:10:58 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","3175","adminCanCreateUserWithCorrectDataTest()","","Wed May 20 20:10:04 UTC 2026","passed","Wed May 20 20:10:07 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","30083","userCantTransferToSameAccountTest()","","Wed May 20 20:10:33 UTC 2026","passed","Wed May 20 20:11:03 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferToSameAccountTest"
"","20036","transactionUncheckedConfirmCheckboxTest()","","Wed May 20 20:10:29 UTC 2026","passed","Wed May 20 20:10:49 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionUncheckedConfirmCheckboxTest"
"","32672","userCanDepositValidAmountTest(Object, String, String) [5] 123.45, ✅ Successfully deposited $%s to account %s!, 123.45","","Wed May 20 20:10:55 UTC 2026","passed","Wed May 20 20:11:28 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","1737","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Wed May 20 20:10:07 UTC 2026","passed","Wed May 20 20:10:08 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","14286","userCanCreateAccountTest()","","Wed May 20 20:10:18 UTC 2026","passed","Wed May 20 20:10:32 UTC 2026","","ui.itteration1.CreateAccountTest","ui.itteration1.CreateAccountTest","userCanCreateAccountTest"
"","8252","userCanLoginWithCorrectDataTest()","","Wed May 20 20:10:19 UTC 2026","passed","Wed May 20 20:10:27 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","28921","userCanDepositValidAmountTest(Object, String, String) [1] 0.01, ✅ Successfully deposited $%s to account %s!, 0.01","","Wed May 20 20:10:46 UTC 2026","passed","Wed May 20 20:11:15 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","22404","adminCanCreateUserTest()","","Wed May 20 20:10:33 UTC 2026","passed","Wed May 20 20:10:55 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCanCreateUserTest"
"","11121","transactionEmptyAmountFieldTest()","","Wed May 20 20:10:18 UTC 2026","passed","Wed May 20 20:10:29 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAmountFieldTest"
"","6462","userCanCreateAccountTest()","","Wed May 20 20:10:04 UTC 2026","passed","Wed May 20 20:10:10 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","33800","userCanTransferValidAmountTest(Object, String, String) [5] 9999.99, ✅ Successfully transferred $%s to account %s!, 9999.99","","Wed May 20 20:10:43 UTC 2026","passed","Wed May 20 20:11:17 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","5526","userCannotTransferTest(float, String) [3] -0.01, Transfer amount must be at least 0.01","","Wed May 20 20:10:04 UTC 2026","passed","Wed May 20 20:10:09 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","28167","userCanDepositValidAmountTest(Object, String, String) [7] 5000, ✅ Successfully deposited $%s to account %s!, 5000","","Wed May 20 20:11:07 UTC 2026","passed","Wed May 20 20:11:35 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","33636","userCantTransferInvalidAmountTest(Object, String) [10] null, ❌ Please fill all fields and confirm.","","Wed May 20 20:11:01 UTC 2026","passed","Wed May 20 20:11:34 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","40102","userCantTransferInvalidAmountTest(Object, String) [4] 10000.01, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 20:10:49 UTC 2026","passed","Wed May 20 20:11:29 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","1723","userCanPutDepositTest(float) [3] 3000.0","","Wed May 20 20:10:11 UTC 2026","passed","Wed May 20 20:10:12 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","11627","adminCannotCreateUserWithInvalidDataTest()","","Wed May 20 20:10:21 UTC 2026","passed","Wed May 20 20:10:33 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","33716","userCantTransferInvalidAmountTest(Object, String) [6] , ❌ Please fill all fields and confirm.","","Wed May 20 20:10:27 UTC 2026","passed","Wed May 20 20:11:01 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","17490","transactionEmptyRecipientAccountFieldTest()","","Wed May 20 20:10:23 UTC 2026","passed","Wed May 20 20:10:40 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientAccountFieldTest"
"","21524","userDepositPageButtonsVisibleChecksTest()","","Wed May 20 20:10:32 UTC 2026","passed","Wed May 20 20:10:54 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","37840","userCanTransferValidAmountTest(Object, String, String) [2] 100.0, ✅ Successfully transferred $%s to account %s!, 100.0","","Wed May 20 20:10:33 UTC 2026","passed","Wed May 20 20:11:11 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","38323","userCantTransferInvalidAmountTest(Object, String) [2] -0.01, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 20:10:41 UTC 2026","passed","Wed May 20 20:11:20 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","22240","transactionEmptyRecipientNameFieldTest()","","Wed May 20 20:10:23 UTC 2026","passed","Wed May 20 20:10:45 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientNameFieldTest"
"","36139","userCantTransferInvalidAmountTest(Object, String) [5] 15000.0, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 20:10:53 UTC 2026","passed","Wed May 20 20:11:29 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","26355","userCantDepositInvalidFloatAmountTest(Object, String) [10] MCLPk, ❌ Please enter a valid amount.","","Wed May 20 20:11:08 UTC 2026","passed","Wed May 20 20:11:35 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","12520","userDepositEmptyAccountFieldChecksTest()","","Wed May 20 20:10:21 UTC 2026","passed","Wed May 20 20:10:34 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAccountFieldChecksTest"
"","7397","userCanTransferValidAmountTest(Object, String, String) [4] 5000.0, ✅ Successfully transferred $%s to account %s!, 5000.0","","Wed May 20 20:10:38 UTC 2026","broken","Wed May 20 20:10:46 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","1399","userCannotPutDepositTest(float, String) [3] 0, Deposit amount must be at least 0.01","","Wed May 20 20:10:13 UTC 2026","passed","Wed May 20 20:10:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","16223","transactionEmptyAccountFieldTest()","","Wed May 20 20:10:25 UTC 2026","passed","Wed May 20 20:10:41 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAccountFieldTest"
"","30437","userCantDepositInvalidFloatAmountTest(Object, String) [4] 0.0, ❌ Please enter a valid amount.","","Wed May 20 20:10:42 UTC 2026","passed","Wed May 20 20:11:12 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","29756","userCantDepositInvalidFloatAmountTest(Object, String) [1] -0.0, ❌ Please enter a valid amount.","","Wed May 20 20:10:39 UTC 2026","passed","Wed May 20 20:11:08 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","33389","userCantTransferInvalidAmountTest(Object, String) [8]   , ❌ Please fill all fields and confirm.","","Wed May 20 20:11:01 UTC 2026","passed","Wed May 20 20:11:34 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","1701","userCanPutDepositTest(float) [2] 5000.0","","Wed May 20 20:10:09 UTC 2026","passed","Wed May 20 20:10:11 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
