"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","368","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Thu May 21 01:51:02 UTC 2026","passed","Thu May 21 01:51:03 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","32308","userCanDepositValidAmountTest(Object, String, String) [5] 123.45, ✅ Successfully deposited $%s to account %s!, 123.45","","Thu May 21 01:51:17 UTC 2026","passed","Thu May 21 01:51:49 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","250","adminCanGenerateAuthTokenTest()","","Thu May 21 01:51:00 UTC 2026","passed","Thu May 21 01:51:00 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","1889","userCanPutDepositTest(float) [2] 5000.0","","Thu May 21 01:51:04 UTC 2026","passed","Thu May 21 01:51:05 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","299","Negative: Login without username returns 401","","Thu May 21 01:51:01 UTC 2026","passed","Thu May 21 01:51:01 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutUsernameTest"
"","287","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [4] abc%, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Thu May 21 01:51:02 UTC 2026","passed","Thu May 21 01:51:02 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","2833","userCanTransferToAnotherAcc(float) [3] 5000.0","","Thu May 21 01:51:09 UTC 2026","passed","Thu May 21 01:51:12 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","52722","transactionUncheckedConfirmCheckboxTest()","","Thu May 21 01:51:17 UTC 2026","passed","Thu May 21 01:52:10 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionUncheckedConfirmCheckboxTest"
"","7928","userCanCreateAccountTest()","","Thu May 21 01:50:56 UTC 2026","passed","Thu May 21 01:51:04 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","208","adminCanNotDeleteNonExistentUserTest()","","Thu May 21 01:51:05 UTC 2026","passed","Thu May 21 01:51:05 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteNonExistentUserTest"
"","17661","userCanDepositValidAmountTest(Object, String, String) [1] 0.01, ✅ Successfully deposited $%s to account %s!, 0.01","","Thu May 21 01:51:17 UTC 2026","passed","Thu May 21 01:51:35 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","228","Negative: Login without password returns 401","","Thu May 21 01:50:59 UTC 2026","passed","Thu May 21 01:51:00 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutPasswordTest"
"","6821","adminCannotCreateUserWithInvalidDataTest()","","Thu May 21 01:51:17 UTC 2026","passed","Thu May 21 01:51:24 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","29693","userCantEditProfileWithInvalidNameTest(String, String) [1] , ❌ Please enter a valid name.","","Thu May 21 01:51:17 UTC 2026","passed","Thu May 21 01:51:46 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCantEditProfileWithInvalidNameTest"
"","3696","userCanTransferToAnotherAcc(float) [1] 100.0","","Thu May 21 01:51:08 UTC 2026","passed","Thu May 21 01:51:12 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","1791","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [3] abc$, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Thu May 21 01:51:00 UTC 2026","passed","Thu May 21 01:51:02 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
