"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","42013","userDepositPageButtonsVisibleChecksTest()","","Tue Jun 09 11:31:33 UTC 2026","passed","Tue Jun 09 11:32:15 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","33911","userCantDepositInvalidFloatAmountTest(Object, String) [9] null, ❌ Please enter a valid amount.","","Tue Jun 09 11:31:56 UTC 2026","passed","Tue Jun 09 11:32:30 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","7185","adminCanCreateUserTest()","","Tue Jun 09 11:31:33 UTC 2026","passed","Tue Jun 09 11:31:40 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCanCreateUserTest"
"","159","unauthUserCannotDepositToAcc()","","Tue Jun 09 11:31:28 UTC 2026","passed","Tue Jun 09 11:31:28 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","unauthUserCannotDepositToAcc"
"","9828","userCanDepositValidAmountTest(Object, String, String) [6] .01, ✅ Successfully deposited $%s to account %s!, .01","","Tue Jun 09 11:32:57 UTC 2026","broken","Tue Jun 09 11:33:07 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","38820","userDepositEmptyAmountFieldChecksTest()","","Tue Jun 09 11:31:33 UTC 2026","passed","Tue Jun 09 11:32:12 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAmountFieldChecksTest"
"","35314","userCantDepositInvalidFloatAmountTest(Object, String) [10] ojKSyD, ❌ Please enter a valid amount.","","Tue Jun 09 11:31:56 UTC 2026","passed","Tue Jun 09 11:32:31 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","27278","userCantTransferInvalidAmountTest(Object, String) [6] ftiYNIwgg, ❌ Please fill all fields and confirm.","","Tue Jun 09 11:31:33 UTC 2026","passed","Tue Jun 09 11:32:00 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","5940","userCanCreateAccountTest()","","Tue Jun 09 11:31:23 UTC 2026","passed","Tue Jun 09 11:31:29 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","0","userCannotTransferMoreThanHeHas()","","Tue Jun 09 11:31:23 UTC 2026","skipped","Tue Jun 09 11:31:23 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
