"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31012","userCanDepositValidAmountTest(Object, String, String) [2] 10.5, ✅ Successfully deposited $%s to account %s!, 10.5","","Wed May 20 04:23:02 UTC 2026","passed","Wed May 20 04:23:33 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","33186","userCantDepositInvalidFloatAmountTest(Object, String) [4] 0.0, ❌ Please enter a valid amount.","","Wed May 20 04:23:07 UTC 2026","passed","Wed May 20 04:23:40 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","717","userCanGenerateAuthTokenTest()","","Wed May 20 04:22:24 UTC 2026","passed","Wed May 20 04:22:25 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","34353","userCanDepositValidAmountTest(Object, String, String) [3] 499.99, ✅ Successfully deposited $%s to account %s!, 499.99","","Wed May 20 04:23:15 UTC 2026","passed","Wed May 20 04:23:50 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","38983","userCantTransferInvalidAmountTest(Object, String) [5] 15000.0, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 04:23:16 UTC 2026","passed","Wed May 20 04:23:55 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","3924","userCanTransferToAnotherAcc()","","Wed May 20 04:22:28 UTC 2026","passed","Wed May 20 04:22:32 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","40445","userCantTransferInvalidAmountTest(Object, String) [2] -0.01, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 04:22:54 UTC 2026","passed","Wed May 20 04:23:34 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","2440","userCannotTransferTest(float, String) [2] 0, Transfer amount must be at least 0.01","","Wed May 20 04:22:30 UTC 2026","passed","Wed May 20 04:22:32 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","23591","userCantDepositInvalidFloatAmountTest(Object, String) [9] null, ❌ Please enter a valid amount.","","Wed May 20 04:23:39 UTC 2026","passed","Wed May 20 04:24:02 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","2986","adminCanCreateUserWithCorrectDataTest()","","Wed May 20 04:22:21 UTC 2026","passed","Wed May 20 04:22:24 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","30873","userCanTransferValidAmountTest(Object, String, String) [5] 9999.99, ✅ Successfully transferred $%s to account %s!, 9999.99","","Wed May 20 04:22:59 UTC 2026","passed","Wed May 20 04:23:30 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","5520","userCannotDepositToAnotherUserAcc()","","Wed May 20 04:22:21 UTC 2026","passed","Wed May 20 04:22:27 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotDepositToAnotherUserAcc"
"","17303","transactionEmptyAccountFieldTest()","","Wed May 20 04:22:44 UTC 2026","passed","Wed May 20 04:23:02 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAccountFieldTest"
"","2031","userCannotPutDepositTest(float, String) [1] -0.01, Deposit amount must be at least 0.01","","Wed May 20 04:22:28 UTC 2026","passed","Wed May 20 04:22:30 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","3413","userCannotTransferMoreThanHeHas()","","Wed May 20 04:22:25 UTC 2026","passed","Wed May 20 04:22:28 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
