"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","86","unauthUserCannotDepositToAcc()","","Wed May 20 19:53:27 UTC 2026","passed","Wed May 20 19:53:28 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","unauthUserCannotDepositToAcc"
"","34223","userCantTransferInvalidAmountTest(Object, String) [7]  , ❌ Please fill all fields and confirm.","","Wed May 20 19:54:10 UTC 2026","passed","Wed May 20 19:54:44 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","28931","userCanDepositValidAmountTest(Object, String, String) [5] 123.45, ✅ Successfully deposited $%s to account %s!, 123.45","","Wed May 20 19:54:14 UTC 2026","passed","Wed May 20 19:54:43 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","13942","userCanEditProfileWithValidNameTest(String) [1] Johny Depp","","Wed May 20 19:53:36 UTC 2026","passed","Wed May 20 19:53:50 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCanEditProfileWithValidNameTest"
"","19611","userCantEditProfileWithInvalidNameTest(String, String) [1] , ❌ Please enter a valid name.","","Wed May 20 19:53:40 UTC 2026","passed","Wed May 20 19:53:59 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCantEditProfileWithInvalidNameTest"
"","322","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [3] abc$, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed May 20 19:53:27 UTC 2026","passed","Wed May 20 19:53:28 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","35767","userCantTransferInvalidAmountTest(Object, String) [2] -0.01, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 19:53:57 UTC 2026","passed","Wed May 20 19:54:33 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","2551","userCanTransferToHisSecondAcc()","","Wed May 20 19:53:28 UTC 2026","passed","Wed May 20 19:53:31 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","36333","userCantTransferInvalidAmountTest(Object, String) [4] 10000.01, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 19:53:59 UTC 2026","passed","Wed May 20 19:54:35 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","20380","transactionEmptyRecipientNameFieldTest()","","Wed May 20 19:53:42 UTC 2026","passed","Wed May 20 19:54:02 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientNameFieldTest"
"","4137","adminCanLoginWithCorrectDataTest()","","Wed May 20 19:53:36 UTC 2026","passed","Wed May 20 19:53:40 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","26703","userCanDepositValidAmountTest(Object, String, String) [6] .01, ✅ Successfully deposited $%s to account %s!, .01","","Wed May 20 19:53:58 UTC 2026","passed","Wed May 20 19:54:25 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","1503","userCannotPutDepositTest(float, String) [2] 5000.01, Deposit amount cannot exceed 5000","","Wed May 20 19:53:30 UTC 2026","passed","Wed May 20 19:53:32 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","14154","transactionEmptyAccountFieldTest()","","Wed May 20 19:53:44 UTC 2026","passed","Wed May 20 19:53:58 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAccountFieldTest"
"","32392","userCanDepositValidAmountTest(Object, String, String) [4] 4999.99, ✅ Successfully deposited $%s to account %s!, 4999.99","","Wed May 20 19:54:11 UTC 2026","passed","Wed May 20 19:54:43 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","36722","userCantTransferInvalidAmountTest(Object, String) [1] -100.0, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 19:53:51 UTC 2026","passed","Wed May 20 19:54:27 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","33336","userCantTransferInvalidAmountTest(Object, String) [5] 15000.0, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 19:54:07 UTC 2026","passed","Wed May 20 19:54:41 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","29463","userCantDepositInvalidFloatAmountTest(Object, String) [9] null, ❌ Please enter a valid amount.","","Wed May 20 19:54:21 UTC 2026","passed","Wed May 20 19:54:51 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","17203","userDepositPageButtonsVisibleChecksTest()","","Wed May 20 19:53:50 UTC 2026","passed","Wed May 20 19:54:07 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","1116","userCannotPutDepositTest(float, String) [3] 0, Deposit amount must be at least 0.01","","Wed May 20 19:53:31 UTC 2026","passed","Wed May 20 19:53:32 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","3490","userCannotTransferTest(float, String) [1] 10000.01, Transfer amount cannot exceed 10000","","Wed May 20 19:53:28 UTC 2026","passed","Wed May 20 19:53:31 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","1615","userCanPutDepositTest(float) [3] 3000.0","","Wed May 20 19:53:29 UTC 2026","passed","Wed May 20 19:53:30 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","25432","userCantTransferMoreThanBalanceTest()","","Wed May 20 19:53:42 UTC 2026","passed","Wed May 20 19:54:08 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferMoreThanBalanceTest"
"","22972","userDepositEmptyAmountFieldChecksTest()","","Wed May 20 19:53:51 UTC 2026","passed","Wed May 20 19:54:14 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAmountFieldChecksTest"
"","20813","userCantDepositInvalidFloatAmountTest(Object, String) [2] -0.01, ❌ Please enter a valid amount.","","Wed May 20 19:53:36 UTC 2026","passed","Wed May 20 19:53:57 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","1728","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Wed May 20 19:53:25 UTC 2026","passed","Wed May 20 19:53:27 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","2255","userCannotTransferTest(float, String) [2] 0, Transfer amount must be at least 0.01","","Wed May 20 19:53:31 UTC 2026","passed","Wed May 20 19:53:33 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","32947","userCantTransferInvalidAmountTest(Object, String) [10] null, ❌ Please fill all fields and confirm.","","Wed May 20 19:54:14 UTC 2026","passed","Wed May 20 19:54:47 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","29131","userCanTransferValidAmountTest(Object, String, String) [4] 5000.0, ✅ Successfully transferred $%s to account %s!, 5000.0","","Wed May 20 19:53:54 UTC 2026","passed","Wed May 20 19:54:23 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","8195","userCanLoginWithCorrectDataTest()","","Wed May 20 19:53:37 UTC 2026","passed","Wed May 20 19:53:45 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","30887","userCanDepositValidAmountTest(Object, String, String) [1] 0.01, ✅ Successfully deposited $%s to account %s!, 0.01","","Wed May 20 19:54:07 UTC 2026","passed","Wed May 20 19:54:38 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","30981","userCantDepositInvalidFloatAmountTest(Object, String) [10] bJQsCVsWX, ❌ Please enter a valid amount.","","Wed May 20 19:54:22 UTC 2026","passed","Wed May 20 19:54:53 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","14917","userCanCreateAccountTest()","","Wed May 20 19:53:36 UTC 2026","passed","Wed May 20 19:53:51 UTC 2026","","ui.itteration1.CreateAccountTest","ui.itteration1.CreateAccountTest","userCanCreateAccountTest"
