"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","47661","userCanDepositValidAmountTest(Object, String, String) [1] 0.01, ✅ Successfully deposited $%s to account %s!, 0.01","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:47:12 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","20243","userCanCreateAccountTest()","","Wed May 20 22:46:23 UTC 2026","passed","Wed May 20 22:46:44 UTC 2026","","ui.itteration1.CreateAccountTest","ui.itteration1.CreateAccountTest","userCanCreateAccountTest"
"","50502","userCantDepositInvalidFloatAmountTest(Object, String) [1] -0.0, ❌ Please enter a valid amount.","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:47:15 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","5817","userCanCreateAccountTest()","","Wed May 20 22:46:09 UTC 2026","passed","Wed May 20 22:46:15 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","24722","userCantTransferInvalidAmountTest(Object, String) [6] , ❌ Please fill all fields and confirm.","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:49 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","201","Negative: Login without username returns 401","","Wed May 20 22:46:12 UTC 2026","passed","Wed May 20 22:46:12 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutUsernameTest"
"","45088","userCantTransferInvalidAmountTest(Object, String) [9] $, ❌ Please fill all fields and confirm.","","Wed May 20 22:46:49 UTC 2026","passed","Wed May 20 22:47:34 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","1502","userCanPutDepositTest(float) [1] 0.01","","Wed May 20 22:46:17 UTC 2026","passed","Wed May 20 22:46:18 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","333","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [2] ab, Password12$, USER, username, Username must be between 3 and 15 characters","","Wed May 20 22:46:13 UTC 2026","passed","Wed May 20 22:46:13 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","2439","userCanTransferToHisSecondAcc()","","Wed May 20 22:46:16 UTC 2026","passed","Wed May 20 22:46:18 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","24588","userCanTransferValidAmountTest(Object, String, String) [1] 10.5, ✅ Successfully transferred $%s to account %s!, 10.5","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:48 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","15810","userCanLoginWithCorrectDataTest()","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:40 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","2900","adminCanCreateUserWithCorrectDataTest()","","Wed May 20 22:46:09 UTC 2026","passed","Wed May 20 22:46:12 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","748","userCanGenerateAuthTokenTest()","","Wed May 20 22:46:12 UTC 2026","passed","Wed May 20 22:46:12 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","48256","userCantDepositInvalidFloatAmountTest(Object, String) [4] 0.0, ❌ Please enter a valid amount.","","Wed May 20 22:46:33 UTC 2026","passed","Wed May 20 22:47:22 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","42232","userCanTransferValidAmountTest(Object, String, String) [5] 9999.99, ✅ Successfully transferred $%s to account %s!, 9999.99","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:47:06 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","46338","userCantTransferInvalidAmountTest(Object, String) [5] 15000.0, ❌ Error: Transfer amount cannot exceed 10000","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:47:10 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","33052","userCanTransferValidAmountTest(Object, String, String) [2] 100.0, ✅ Successfully transferred $%s to account %s!, 100.0","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:57 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","46100","userCantTransferInvalidAmountTest(Object, String) [11] kDRKbCJB, ❌ Please fill all fields and confirm.","","Wed May 20 22:46:49 UTC 2026","passed","Wed May 20 22:47:35 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","17225","userCanEditProfileWithValidNameTest(String) [1] Johny Depp","","Wed May 20 22:46:23 UTC 2026","passed","Wed May 20 22:46:41 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCanEditProfileWithValidNameTest"
"","309","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [3] abc$, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Wed May 20 22:46:13 UTC 2026","passed","Wed May 20 22:46:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","24817","transactionEmptyAccountFieldTest()","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:49 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAccountFieldTest"
"","52218","userCantDepositInvalidFloatAmountTest(Object, String) [5] , ❌ Please enter a valid amount.","","Wed May 20 22:46:33 UTC 2026","passed","Wed May 20 22:47:26 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","1134","wrongBodyDepositToAcc()","","Wed May 20 22:46:14 UTC 2026","passed","Wed May 20 22:46:15 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","wrongBodyDepositToAcc"
"","10398","transactionEmptyRecipientAccountFieldTest()","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:34 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientAccountFieldTest"
"","30088","userCantTransferToSameAccountTest()","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:54 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferToSameAccountTest"
"","10975","transactionEmptyRecipientNameFieldTest()","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:46:35 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientNameFieldTest"
"","3353","userCannotTransferMoreThanHeHas()","","Wed May 20 22:46:13 UTC 2026","passed","Wed May 20 22:46:16 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
"","10018","userCantDepositInvalidFloatAmountTest(Object, String) [2] -0.01, ❌ Please enter a valid amount.","","Wed May 20 22:46:23 UTC 2026","passed","Wed May 20 22:46:33 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","1973","userCannotPutDepositTest(float, String) [1] -0.01, Deposit amount must be at least 0.01","","Wed May 20 22:46:15 UTC 2026","passed","Wed May 20 22:46:16 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","50271","userCantDepositInvalidFloatAmountTest(Object, String) [7]   , ❌ Please enter a valid amount.","","Wed May 20 22:46:33 UTC 2026","passed","Wed May 20 22:47:24 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","41664","userCantTransferInvalidAmountTest(Object, String) [8]   , ❌ Please fill all fields and confirm.","","Wed May 20 22:46:49 UTC 2026","passed","Wed May 20 22:47:30 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","44798","userCantTransferInvalidAmountTest(Object, String) [3] 0.0, ❌ Error: Transfer amount must be at least 0.01","","Wed May 20 22:46:24 UTC 2026","passed","Wed May 20 22:47:09 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","5165","userCannotDepositToAnotherUserAcc()","","Wed May 20 22:46:09 UTC 2026","passed","Wed May 20 22:46:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotDepositToAnotherUserAcc"
