"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1431","userCanPutDepositTest(float) [1] 0.01","","Tue May 19 18:20:20 UTC 2026","passed","Tue May 19 18:20:21 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","33226","userCanDepositValidAmountTest(Object, String, String) [7] 5000, ✅ Successfully deposited $%s to account %s!, 5000","","Tue May 19 18:21:18 UTC 2026","passed","Tue May 19 18:21:51 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","25481","userCanDepositValidAmountTest(Object, String, String) [6] .01, ✅ Successfully deposited $%s to account %s!, .01","","Tue May 19 18:20:52 UTC 2026","passed","Tue May 19 18:21:18 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","31646","userCantTransferInvalidAmountTest(Object, String) [6] , ❌ Please fill all fields and confirm.","","Tue May 19 18:20:36 UTC 2026","passed","Tue May 19 18:21:08 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","20812","userDepositEmptyAccountFieldChecksTest()","","Tue May 19 18:20:37 UTC 2026","passed","Tue May 19 18:20:58 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAccountFieldChecksTest"
"","20053","transactionPageButtonsVisibleChecksTest()","","Tue May 19 18:20:40 UTC 2026","passed","Tue May 19 18:21:00 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionPageButtonsVisibleChecksTest"
"","32463","userCanTransferValidAmountTest(Object, String, String) [3] 999.99, ✅ Successfully transferred $%s to account %s!, 999.99","","Tue May 19 18:20:33 UTC 2026","passed","Tue May 19 18:21:05 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","2024","userCannotTransferTest(float, String) [2] 0, Transfer amount must be at least 0.01","","Tue May 19 18:20:20 UTC 2026","passed","Tue May 19 18:20:22 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","22135","transactionEmptyRecipientNameFieldTest()","","Tue May 19 18:20:31 UTC 2026","passed","Tue May 19 18:20:53 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientNameFieldTest"
"","2003","userCannotPutDepositTest(float, String) [2] 5000.01, Deposit amount cannot exceed 5000","","Tue May 19 18:20:19 UTC 2026","passed","Tue May 19 18:20:21 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","20501","userDepositPageButtonsVisibleChecksTest()","","Tue May 19 18:20:40 UTC 2026","passed","Tue May 19 18:21:00 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","34973","userCantTransferInvalidAmountTest(Object, String) [1] -100.0, ❌ Error: Transfer amount must be at least 0.01","","Tue May 19 18:20:41 UTC 2026","passed","Tue May 19 18:21:16 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","37548","userCantDepositInvalidFloatAmountTest(Object, String) [3] 5000.001, ❌ Please deposit less or equal to 5000$.","","Tue May 19 18:20:54 UTC 2026","passed","Tue May 19 18:21:32 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","34954","userCanTransferValidAmountTest(Object, String, String) [4] 5000.0, ✅ Successfully transferred $%s to account %s!, 5000.0","","Tue May 19 18:20:52 UTC 2026","passed","Tue May 19 18:21:27 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","20465","userCantEditProfileWithInvalidNameTest(String, String) [1] , ❌ Please enter a valid name.","","Tue May 19 18:20:29 UTC 2026","passed","Tue May 19 18:20:50 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCantEditProfileWithInvalidNameTest"
"","42111","userCantTransferInvalidAmountTest(Object, String) [3] 0.0, ❌ Error: Transfer amount must be at least 0.01","","Tue May 19 18:20:43 UTC 2026","passed","Tue May 19 18:21:25 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","17828","transactionEmptyAmountFieldTest()","","Tue May 19 18:20:26 UTC 2026","passed","Tue May 19 18:20:44 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAmountFieldTest"
"","25758","userCanDepositValidAmountTest(Object, String, String) [2] 10.5, ✅ Successfully deposited $%s to account %s!, 10.5","","Tue May 19 18:21:00 UTC 2026","passed","Tue May 19 18:21:26 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","29179","userDepositEmptyAmountFieldChecksTest()","","Tue May 19 18:20:50 UTC 2026","passed","Tue May 19 18:21:19 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAmountFieldChecksTest"
"","1022","userCanGenerateAuthTokenTest()","","Tue May 19 18:20:14 UTC 2026","passed","Tue May 19 18:20:15 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","22882","userCantTransferMoreThanBalanceTest()","","Tue May 19 18:20:31 UTC 2026","passed","Tue May 19 18:20:54 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferMoreThanBalanceTest"
"","3912","userCanTransferToAnotherAcc()","","Tue May 19 18:20:18 UTC 2026","passed","Tue May 19 18:20:22 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","10668","adminCannotCreateUserWithInvalidDataTest()","","Tue May 19 18:20:29 UTC 2026","passed","Tue May 19 18:20:40 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","86","unauthUserCannotDepositToAcc()","","Tue May 19 18:20:17 UTC 2026","passed","Tue May 19 18:20:17 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","unauthUserCannotDepositToAcc"
"","1761","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Tue May 19 18:20:14 UTC 2026","passed","Tue May 19 18:20:16 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","2973","adminCanCreateUserWithCorrectDataTest()","","Tue May 19 18:20:11 UTC 2026","passed","Tue May 19 18:20:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","13193","adminCanCreateUserTest()","","Tue May 19 18:20:29 UTC 2026","passed","Tue May 19 18:20:42 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCanCreateUserTest"
"","9569","userCanLoginWithCorrectDataTest()","","Tue May 19 18:20:26 UTC 2026","passed","Tue May 19 18:20:36 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
