"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3417","userCanTransferToAnotherAcc(float) [1] 100.0","","Thu May 21 02:32:33 UTC 2026","passed","Thu May 21 02:32:36 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","1654","userCanPutDepositTest(float) [2] 5000.0","","Thu May 21 02:32:30 UTC 2026","passed","Thu May 21 02:32:31 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","1446","userCanPutDepositTest(float) [1] 0.01","","Thu May 21 02:32:31 UTC 2026","passed","Thu May 21 02:32:32 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","53154","userCanDepositValidAmountTest(Object, String, String) [4] 4999.99, ✅ Successfully deposited $%s to account %s!, 4999.99","","Thu May 21 02:32:41 UTC 2026","passed","Thu May 21 02:33:35 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","5879","userCannotDepositToAnotherUserAcc()","","Thu May 21 02:32:22 UTC 2026","passed","Thu May 21 02:32:28 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotDepositToAnotherUserAcc"
"","2574","userCanTransferToHisSecondAcc()","","Thu May 21 02:32:30 UTC 2026","passed","Thu May 21 02:32:33 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","34348","userDepositPageButtonsVisibleChecksTest()","","Thu May 21 02:32:41 UTC 2026","passed","Thu May 21 02:33:16 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","1454","userCanPutDepositTest(float) [3] 3000.0","","Thu May 21 02:32:31 UTC 2026","passed","Thu May 21 02:32:33 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","54097","userCanDepositValidAmountTest(Object, String, String) [5] 123.45, ✅ Successfully deposited $%s to account %s!, 123.45","","Thu May 21 02:32:41 UTC 2026","passed","Thu May 21 02:33:35 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","46501","userCanDepositValidAmountTest(Object, String, String) [3] 499.99, ✅ Successfully deposited $%s to account %s!, 499.99","","Thu May 21 02:32:41 UTC 2026","passed","Thu May 21 02:33:28 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
