"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","837","userCanGenerateAuthTokenTest()","","Wed May 27 07:43:14 UTC 2026","passed","Wed May 27 07:43:15 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","313","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Wed May 27 07:43:16 UTC 2026","passed","Wed May 27 07:43:17 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","28619","userDepositEmptyAmountFieldChecksTest()","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:43:58 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAmountFieldChecksTest"
"","25175","userCantDepositInvalidFloatAmountTest(Object, String) [3] 5000.001, ❌ Please deposit less or equal to 5000$.","","Wed May 27 07:43:53 UTC 2026","passed","Wed May 27 07:44:19 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","40022","userCantTransferInvalidAmountTest(Object, String) [5] null, ❌ Please fill all fields and confirm.","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:44:09 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","45711","userCanDepositValidAmountTest(Object, String, String) [4] 4999.99, ✅ Successfully deposited $%s to account %s!, 4999.99","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:44:15 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","15325","userCantTransferInvalidAmountTest(Object, String) [6] YzqfYGvAy, ❌ Please fill all fields and confirm.","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:43:45 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","21755","transactionEmptyAmountFieldTest()","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:43:51 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAmountFieldTest"
"","24573","userCantDepositInvalidFloatAmountTest(Object, String) [2] -0.01, ❌ Please enter a valid amount.","","Wed May 27 07:43:29 UTC 2026","passed","Wed May 27 07:43:53 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","26639","userCantDepositInvalidFloatAmountTest(Object, String) [6]  , ❌ Please enter a valid amount.","","Wed May 27 07:43:53 UTC 2026","passed","Wed May 27 07:44:20 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","202","Negative: Login without username returns 401","","Wed May 27 07:43:15 UTC 2026","passed","Wed May 27 07:43:15 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutUsernameTest"
"","2481","userCanTransferToAnotherAcc(float) [3] 5000.0","","Wed May 27 07:43:23 UTC 2026","passed","Wed May 27 07:43:25 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
