"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","userCannotTransferMoreThanHeHas()","","Mon May 25 12:36:57 UTC 2026","skipped","Mon May 25 12:36:57 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
"","0","CreateUserTest","","Mon May 25 12:36:58 UTC 2026","broken","Mon May 25 12:36:58 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest",""
"","535","adminCanCreateUserWithCorrectDataTest()","","Mon May 25 12:36:57 UTC 2026","broken","Mon May 25 12:36:57 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","478","unAuthUserCanNotDeleteUserTest()","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:57 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","unAuthUserCanNotDeleteUserTest"
"","0","userCannotPutDepositTest(float, String)","","Mon May 25 12:36:57 UTC 2026","skipped","Mon May 25 12:36:57 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","244","adminCanNotDeleteUserWithInvalidIdFormatTest()","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:57 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteUserWithInvalidIdFormatTest"
"","0","LoginUserTest","","Mon May 25 12:36:57 UTC 2026","broken","Mon May 25 12:36:57 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest",""
"","106","Negative: Login without username returns 401","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:57 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutUsernameTest"
"","1241","userCanCreateAccountTest()","","Mon May 25 12:36:57 UTC 2026","broken","Mon May 25 12:36:58 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","0","UserDepositTest","","Mon May 25 12:36:58 UTC 2026","broken","Mon May 25 12:36:58 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest",""
"","106","Negative: Login without password returns 401","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:57 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutPasswordTest"
"","0","userCannotTransferTest(float, String)","","Mon May 25 12:36:57 UTC 2026","skipped","Mon May 25 12:36:57 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","136","Negative: Login with empty body returns 401","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:57 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithEmptyBodyTest"
"","88","unauthUserCannotDepositToAcc()","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:58 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","unauthUserCannotDepositToAcc"
"","231","adminCanNotDeleteNonExistentUserTest()","","Mon May 25 12:36:57 UTC 2026","passed","Mon May 25 12:36:58 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteNonExistentUserTest"
"","0","userCannotDepositToAnotherUserAcc()","","Mon May 25 12:36:57 UTC 2026","skipped","Mon May 25 12:36:57 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotDepositToAnotherUserAcc"
