"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3005","userCanTransferToHisSecondAcc()","","Tue May 19 21:01:22 UTC 2026","passed","Tue May 19 21:01:25 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","36899","userCantTransferInvalidAmountTest(Object, String) [5] 15000.0, ❌ Error: Transfer amount cannot exceed 10000","","Tue May 19 21:02:10 UTC 2026","passed","Tue May 19 21:02:47 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","29728","userCanDepositValidAmountTest(Object, String, String) [6] .01, ✅ Successfully deposited $%s to account %s!, .01","","Tue May 19 21:01:52 UTC 2026","passed","Tue May 19 21:02:22 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","2758","adminCanCreateUserWithCorrectDataTest()","","Tue May 19 21:01:17 UTC 2026","passed","Tue May 19 21:01:19 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","28030","userCantDepositInvalidFloatAmountTest(Object, String) [1] -0.0, ❌ Please enter a valid amount.","","Tue May 19 21:01:56 UTC 2026","passed","Tue May 19 21:02:24 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","1668","userCannotPutDepositTest(float, String) [2] 5000.01, Deposit amount cannot exceed 5000","","Tue May 19 21:01:25 UTC 2026","passed","Tue May 19 21:01:26 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","18826","transactionPageButtonsVisibleChecksTest()","","Tue May 19 21:01:44 UTC 2026","passed","Tue May 19 21:02:03 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionPageButtonsVisibleChecksTest"
"","12359","userCanCreateAccountTest()","","Tue May 19 21:01:31 UTC 2026","passed","Tue May 19 21:01:43 UTC 2026","","ui.itteration1.CreateAccountTest","ui.itteration1.CreateAccountTest","userCanCreateAccountTest"
"","3660","userCannotTransferTest(float, String) [1] 10000.01, Transfer amount cannot exceed 10000","","Tue May 19 21:01:22 UTC 2026","passed","Tue May 19 21:01:26 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","2489","adminCanGenerateAuthTokenTest()","","Tue May 19 21:01:17 UTC 2026","passed","Tue May 19 21:01:19 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","20368","userCantTransferMoreThanBalanceTest()","","Tue May 19 21:01:36 UTC 2026","passed","Tue May 19 21:01:56 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferMoreThanBalanceTest"
"","35664","userCantTransferInvalidAmountTest(Object, String) [8]   , ❌ Please fill all fields and confirm.","","Tue May 19 21:02:16 UTC 2026","passed","Tue May 19 21:02:52 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","275","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [4] abc%, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Tue May 19 21:01:21 UTC 2026","passed","Tue May 19 21:01:22 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","29561","userCantTransferToSameAccountTest()","","Tue May 19 21:01:47 UTC 2026","passed","Tue May 19 21:02:16 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferToSameAccountTest"
"","12057","adminCanCreateUserTest()","","Tue May 19 21:01:34 UTC 2026","passed","Tue May 19 21:01:46 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCanCreateUserTest"
"","1505","userCanPutDepositTest(float) [3] 3000.0","","Tue May 19 21:01:24 UTC 2026","passed","Tue May 19 21:01:25 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","858","userCanGenerateAuthTokenTest()","","Tue May 19 21:01:19 UTC 2026","passed","Tue May 19 21:01:20 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
