"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","45957","userCanDepositValidAmountTest(Object, String, String) [1] 0.01, ✅ Successfully deposited $%s to account %s!, 0.01","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:28 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","42605","userCantDepositInvalidFloatAmountTest(Object, String) [6]  , ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:45 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","731","unAuthUserCanNotDeleteUserTest()","","Thu May 21 03:42:29 UTC 2026","passed","Thu May 21 03:42:30 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","unAuthUserCanNotDeleteUserTest"
"","47850","userCanDepositValidAmountTest(Object, String, String) [2] 10.5, ✅ Successfully deposited $%s to account %s!, 10.5","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:30 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","42421","userCantTransferInvalidAmountTest(Object, String) [3]   , ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:25 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","33806","transactionEmptyAmountFieldTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:15 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAmountFieldTest"
"","932","adminCanDeleteUserTest()","","Thu May 21 03:42:30 UTC 2026","passed","Thu May 21 03:42:31 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanDeleteUserTest"
"","35182","transactionEmptyRecipientNameFieldTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:17 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyRecipientNameFieldTest"
"","36174","userCantDepositInvalidFloatAmountTest(Object, String) [3] 5000.001, ❌ Please deposit less or equal to 5000$.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:38 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","1484","wrongBodyDepositToAcc()","","Thu May 21 03:42:28 UTC 2026","passed","Thu May 21 03:42:30 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","wrongBodyDepositToAcc"
"","6774","userCanLoginWithCorrectDataTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:49 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","145","Negative: Login without password returns 401","","Thu May 21 03:42:25 UTC 2026","passed","Thu May 21 03:42:25 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutPasswordTest"
"","47840","userCantDepositInvalidFloatAmountTest(Object, String) [1] -0.0, ❌ Please enter a valid amount.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:30 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","19121","adminCanCreateUserTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:01 UTC 2026","","ui.itteration1.CreateUserTest","ui.itteration1.CreateUserTest","adminCanCreateUserTest"
"","54903","userCanDepositValidAmountTest(Object, String, String) [3] 499.99, ✅ Successfully deposited $%s to account %s!, 499.99","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:37 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCanDepositValidAmountTest"
"","39546","userCantTransferInvalidAmountTest(Object, String) [1] , ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:22 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","41364","userCantDepositInvalidFloatAmountTest(Object, String) [9] null, ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:43 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","42655","userCantDepositInvalidFloatAmountTest(Object, String) [7]   , ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:45 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","4246","userCanTransferToAnotherAcc(float) [4] 9999.99","","Thu May 21 03:42:33 UTC 2026","passed","Thu May 21 03:42:37 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","149","Negative: Login with empty body returns 401","","Thu May 21 03:42:27 UTC 2026","passed","Thu May 21 03:42:27 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithEmptyBodyTest"
"","12614","userCanCreateAccountTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:54 UTC 2026","","ui.itteration1.CreateAccountTest","ui.itteration1.CreateAccountTest","userCanCreateAccountTest"
"","16039","transactionEmptyAccountFieldTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:58 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionEmptyAccountFieldTest"
"","303","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [4] abc%, Password12$, USER, username, Username must contain only letters, digits, dashes, underscores, and dots","","Thu May 21 03:42:28 UTC 2026","passed","Thu May 21 03:42:28 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","26658","userCanTransferValidAmountTest(Object, String, String) [1] 10.5, ✅ Successfully transferred $%s to account %s!, 10.5","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:09 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCanTransferValidAmountTest"
"","2625","userCanEditProfileWithValidNameTest(String) [1] Ivan Ivanou","","Thu May 21 03:43:49 UTC 2026","passed","Thu May 21 03:43:51 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCanEditProfileWithValidNameTest"
"","1454","userCanPutDepositTest(float) [1] 0.01","","Thu May 21 03:42:32 UTC 2026","passed","Thu May 21 03:42:34 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","44295","userCantDepositInvalidFloatAmountTest(Object, String) [8] $, ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:46 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","9821","userCantTransferMoreThanBalanceTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:52 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferMoreThanBalanceTest"
"","39209","userCantDepositInvalidFloatAmountTest(Object, String) [4] 0.0, ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:41 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","20660","userCantEditProfileWithInvalidNameTest(String, String) [1] , ❌ Please enter a valid name.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:03 UTC 2026","","ui.itteration2.EditProfileTest","ui.itteration2.EditProfileTest","userCantEditProfileWithInvalidNameTest"
"","1833","userCannotPutDepositTest(float, String) [3] 0, Deposit amount must be at least 0.01","","Thu May 21 03:42:31 UTC 2026","passed","Thu May 21 03:42:33 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","39224","userCantTransferInvalidAmountTest(Object, String) [2]  , ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:21 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","3119","adminCanCreateUserWithCorrectDataTest()","","Thu May 21 03:42:23 UTC 2026","passed","Thu May 21 03:42:26 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","1445","userCanPutDepositTest(float) [3] 3000.0","","Thu May 21 03:42:32 UTC 2026","passed","Thu May 21 03:42:33 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","2431","Negative: Login with non-existent user returns 404","","Thu May 21 03:42:23 UTC 2026","passed","Thu May 21 03:42:25 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithNonExistentUserTest"
"","40149","userDepositEmptyAmountFieldChecksTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:22 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositEmptyAmountFieldChecksTest"
"","424","adminCanNotDeleteUserWithInvalidIdFormatTest()","","Thu May 21 03:42:26 UTC 2026","passed","Thu May 21 03:42:26 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteUserWithInvalidIdFormatTest"
"","29384","userDepositPageButtonsVisibleChecksTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:11 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userDepositPageButtonsVisibleChecksTest"
"","1668","userCanPutDepositTest(float) [2] 5000.0","","Thu May 21 03:42:30 UTC 2026","passed","Thu May 21 03:42:32 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","398","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [1]   , Password12$, USER, username, Username cannot be blank","","Thu May 21 03:42:28 UTC 2026","passed","Thu May 21 03:42:29 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","3600","userCanTransferToAnotherAcc(float) [1] 100.0","","Thu May 21 03:42:33 UTC 2026","passed","Thu May 21 03:42:37 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
"","3532","userCannotTransferMoreThanHeHas()","","Thu May 21 03:42:27 UTC 2026","passed","Thu May 21 03:42:31 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
"","343","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String) [2] ab, Password12$, USER, username, Username must be between 3 and 15 characters","","Thu May 21 03:42:29 UTC 2026","passed","Thu May 21 03:42:29 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","872","userCanGenerateAuthTokenTest()","","Thu May 21 03:42:26 UTC 2026","passed","Thu May 21 03:42:27 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","11429","userCantTransferInvalidAmountTest(Object, String) [6] gINkUYPg, ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:53 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","16837","transactionPageButtonsVisibleChecksTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:59 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","transactionPageButtonsVisibleChecksTest"
"","3244","userCannotTransferTest(float, String) [1] -0.01, Transfer amount must be at least 0.01","","Thu May 21 03:42:32 UTC 2026","passed","Thu May 21 03:42:35 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","41469","userCantDepositInvalidFloatAmountTest(Object, String) [5] , ❌ Please enter a valid amount.","","Thu May 21 03:43:02 UTC 2026","passed","Thu May 21 03:43:44 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","11231","adminCanLoginWithCorrectDataTest()","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:42:53 UTC 2026","","ui.itteration1.LoginUserTest","ui.itteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","2889","userCanTransferToHisSecondAcc()","","Thu May 21 03:42:31 UTC 2026","passed","Thu May 21 03:42:33 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","48864","userCantTransferInvalidAmountTest(Object, String) [5] null, ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:31 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","20376","userCantDepositInvalidFloatAmountTest(Object, String) [2] -0.01, ❌ Please enter a valid amount.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:02 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
"","41124","userCantTransferInvalidAmountTest(Object, String) [4] $, ❌ Please fill all fields and confirm.","","Thu May 21 03:42:42 UTC 2026","passed","Thu May 21 03:43:23 UTC 2026","","ui.itteration2.UserTransactionTest","ui.itteration2.UserTransactionTest","userCantTransferInvalidAmountTest"
"","5301","userCantDepositInvalidFloatAmountTest(Object, String) [10] EgKIHQSH, ❌ Please enter a valid amount.","","Thu May 21 03:43:43 UTC 2026","passed","Thu May 21 03:43:49 UTC 2026","","ui.itteration2.UserDepositTest","ui.itteration2.UserDepositTest","userCantDepositInvalidFloatAmountTest"
