"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","userCannotDepositToAnotherUserAcc()","","Mon May 25 14:28:10 UTC 2026","skipped","Mon May 25 14:28:10 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotDepositToAnotherUserAcc"
"","536","unAuthUserCanNotDeleteUserTest()","","Mon May 25 14:28:14 UTC 2026","passed","Mon May 25 14:28:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","unAuthUserCanNotDeleteUserTest"
"","847","userCanGenerateAuthTokenTest()","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:13 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","257","adminCanNotDeleteUserWithInvalidIdFormatTest()","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteUserWithInvalidIdFormatTest"
"","1063","adminCanDeleteUserTest()","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:15 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanDeleteUserTest"
"","0","userCanTransferToHisSecondAcc()","","Mon May 25 14:28:10 UTC 2026","skipped","Mon May 25 14:28:10 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToHisSecondAcc"
"","4255","wrongBodyDepositToAcc()","","Mon May 25 14:28:10 UTC 2026","passed","Mon May 25 14:28:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","wrongBodyDepositToAcc"
"","335","adminCanGenerateAuthTokenTest()","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:13 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","0","adminCanNotCreateUserWithIncorrectDataTest(String, String, String, String, String)","","Mon May 25 14:28:14 UTC 2026","skipped","Mon May 25 14:28:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotCreateUserWithIncorrectDataTest"
"","0","userCannotPutDepositTest(float, String)","","Mon May 25 14:28:14 UTC 2026","skipped","Mon May 25 14:28:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCannotPutDepositTest"
"","296","Negative: Login without username returns 401","","Mon May 25 14:28:12 UTC 2026","passed","Mon May 25 14:28:13 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutUsernameTest"
"","0","userCannotTransferMoreThanHeHas()","","Mon May 25 14:28:10 UTC 2026","skipped","Mon May 25 14:28:10 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferMoreThanHeHas"
"","0","userCanPutDepositTest(float)","","Mon May 25 14:28:14 UTC 2026","skipped","Mon May 25 14:28:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","userCanPutDepositTest"
"","1","userCannotTransferTest(float, String)","","Mon May 25 14:28:10 UTC 2026","skipped","Mon May 25 14:28:10 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCannotTransferTest"
"","422","adminCanNotDeleteNonExistentUserTest()","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:14 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanNotDeleteNonExistentUserTest"
"","134","unauthUserCannotDepositToAcc()","","Mon May 25 14:28:14 UTC 2026","passed","Mon May 25 14:28:14 UTC 2026","","api.itteration2.UserDepositTest","api.itteration2.UserDepositTest","unauthUserCannotDepositToAcc"
"","598","userCanCreateAccountTest()","","Mon May 25 14:28:16 UTC 2026","failed","Mon May 25 14:28:17 UTC 2026","","api.itteration1.CreateAccTest","api.itteration1.CreateAccTest","userCanCreateAccountTest"
"","2856","Negative: Login with non-existent user returns 404","","Mon May 25 14:28:10 UTC 2026","passed","Mon May 25 14:28:13 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithNonExistentUserTest"
"","221","adminCanCreateUserWithCorrectDataTest()","","Mon May 25 14:28:16 UTC 2026","failed","Mon May 25 14:28:17 UTC 2026","","api.itteration1.CreateUserTest","api.itteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","1867","Negative: Login with empty body returns 401","","Mon May 25 14:28:10 UTC 2026","passed","Mon May 25 14:28:12 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithEmptyBodyTest"
"","168","Negative: Login without password returns 401","","Mon May 25 14:28:13 UTC 2026","passed","Mon May 25 14:28:13 UTC 2026","","api.itteration1.LoginUserTest","api.itteration1.LoginUserTest","loginWithoutPasswordTest"
"","0","userCanTransferToAnotherAcc(float)","","Mon May 25 14:28:10 UTC 2026","skipped","Mon May 25 14:28:10 UTC 2026","","api.itteration2.UserTransactionTest","api.itteration2.UserTransactionTest","userCanTransferToAnotherAcc"
